DATETIME,price
2004-09-07,0.20093999999999987
2004-09-08,0.2037399999999999
2004-09-09,0.20311999999999988
2004-09-10,0.20311999999999988
2004-09-13,0.2048599999999999
2004-09-14,0.20555999999999988
2004-09-15,0.2056399999999999
2004-09-16,0.2056399999999999
2004-09-17,0.2064199999999999
2004-09-20,0.2065799999999999
2004-09-21,0.2111199999999999
2004-09-22,0.2085199999999999
2004-09-23,0.20887999999999987
2004-09-24,0.2076199999999999
2004-09-27,0.20799999999999988
2004-09-28,0.20905999999999988
2004-09-29,0.20825999999999992
2004-09-30,0.2111399999999999
2004-10-01,0.21199999999999988
2004-10-04,0.2104599999999999
2004-10-05,0.21219999999999992
2004-10-06,0.20993999999999988
2004-10-07,0.21077999999999988
2004-10-08,0.21249999999999988
2004-10-11,0.21249999999999988
2004-10-12,0.21275999999999992
2004-10-13,0.2138599999999999
2004-10-14,0.2146799999999999
2004-10-15,0.21653999999999987
2004-10-18,0.21787999999999988
2004-10-19,0.2195199999999999
2004-10-20,0.21909999999999988
2004-10-21,0.22025999999999987
2004-10-22,0.2217799999999999
2004-10-25,0.2195599999999999
2004-10-26,0.21991999999999992
2004-10-27,0.2202999999999999
2004-10-28,0.2213399999999999
2004-10-29,0.2229399999999999
2004-11-01,0.22291999999999987
2004-11-02,0.2224599999999999
2004-11-03,0.22557999999999986
2004-11-04,0.2273399999999999
2004-11-05,0.2303399999999999
2004-11-08,0.22973999999999986
2004-11-09,0.23069999999999988
2004-11-10,0.2294399999999999
2004-11-11,0.2294399999999999
2004-11-12,0.2302799999999999
2004-11-15,0.23185999999999987
2004-11-16,0.2321599999999999
2004-11-17,0.23519999999999988
2004-11-18,0.23317999999999986
2004-11-19,0.23607999999999987
2004-11-22,0.23773999999999987
2004-11-23,0.2395599999999999
2004-11-24,0.2409999999999999
2004-11-25,0.2409999999999999
2004-11-26,0.24279999999999988
2004-11-29,0.2433799999999999
2004-11-30,0.24567999999999987
2004-12-01,0.24813999999999992
2004-12-02,0.24715999999999994
2004-12-03,0.25105999999999984
2004-12-06,0.24905999999999995
2004-12-07,0.24895999999999996
2004-12-08,0.24639999999999992
2004-12-09,0.24577999999999992
2004-12-10,0.2420999999999999
2004-12-13,0.24495999999999993
2004-12-14,0.24677999999999992
2004-12-15,0.25083999999999995
2004-12-16,0.24729999999999996
2004-12-17,0.24863999999999997
2004-12-20,0.25361999999999996
2004-12-21,0.25439999999999996
2004-12-22,0.25659999999999994
2004-12-23,0.25908
2004-12-27,0.2636599999999999
2004-12-28,0.26435999999999993
2004-12-29,0.26176
2004-12-30,0.26283999999999996
2004-12-31,0.2607799999999999
2005-01-03,0.2583599999999999
2005-01-04,0.2521399999999999
2005-01-05,0.25085999999999997
2005-01-06,0.2501199999999999
2005-01-07,0.2472399999999999
2005-01-10,0.25127999999999995
2005-01-11,0.2518999999999999
2005-01-12,0.2550199999999999
2005-01-13,0.2543399999999999
2005-01-14,0.25037999999999994
2005-01-17,0.25037999999999994
2005-01-18,0.24743999999999988
2005-01-19,0.24761999999999995
2005-01-20,0.24605999999999992
2005-01-21,0.24937999999999994
2005-01-24,0.25066
2005-01-25,0.24761999999999995
2005-01-26,0.2510999999999999
2005-01-27,0.25061999999999995
2005-01-28,0.25166
2005-01-31,0.2502199999999999
2005-02-01,0.2507999999999999
2005-02-02,0.25425999999999993
2005-02-03,0.2556599999999999
2005-02-04,0.2539999999999999
2005-02-07,0.25186
2005-02-08,0.2493399999999999
2005-02-09,0.24981999999999993
2005-02-10,0.2510999999999999
2005-02-11,0.25076
2005-02-14,0.2538799999999999
2005-02-15,0.25805999999999996
2005-02-16,0.25669999999999993
2005-02-17,0.25817999999999997
2005-02-18,0.2583
2005-02-22,0.2655599999999999
2005-02-23,0.2664399999999999
2005-02-24,0.26596
2005-02-25,0.26893999999999996
2005-02-28,0.2707799999999999
2005-03-01,0.26774
2005-03-02,0.26371999999999995
2005-03-03,0.26352
2005-03-04,0.27069999999999994
2005-03-07,0.2705399999999999
2005-03-08,0.27362
2005-03-09,0.2738799999999999
2005-03-10,0.26888
2005-03-11,0.2716799999999999
2005-03-14,0.26486
2005-03-15,0.26008
2005-03-16,0.25981999999999994
2005-03-17,0.25839999999999996
2005-03-18,0.26095999999999997
2005-03-21,0.25573999999999997
2005-03-22,0.2502
2005-03-23,0.2459999999999999
2005-03-24,0.24619999999999995
2005-03-28,0.24045999999999992
2005-03-29,0.24369999999999994
2005-03-30,0.24691999999999992
2005-03-31,0.24905999999999995
2005-04-01,0.24707999999999997
2005-04-04,0.24469999999999995
2005-04-05,0.24367999999999998
2005-04-06,0.24503999999999995
2005-04-07,0.24581999999999996
2005-04-08,0.24663999999999994
2005-04-11,0.24915999999999994
2005-04-12,0.24775999999999998
2005-04-13,0.24785999999999997
2005-04-14,0.2437199999999999
2005-04-15,0.24411999999999992
2005-04-18,0.2432199999999999
2005-04-19,0.24347999999999995
2005-04-20,0.24663999999999994
2005-04-21,0.24379999999999993
2005-04-22,0.24531999999999995
2005-04-25,0.24259999999999995
2005-04-26,0.2415599999999999
2005-04-27,0.2375599999999999
2005-04-28,0.23323999999999992
2005-04-29,0.23293999999999995
2005-05-02,0.23497999999999994
2005-05-03,0.23703999999999995
2005-05-04,0.24173999999999993
2005-05-05,0.24495999999999993
2005-05-06,0.24437999999999996
2005-05-09,0.24237999999999996
2005-05-10,0.24073999999999993
2005-05-11,0.24139999999999992
2005-05-12,0.23811999999999992
2005-05-13,0.23477999999999996
2005-05-16,0.23375999999999994
2005-05-17,0.23367999999999997
