Time,Open,High,Low,Close,Volume
2022-10-11T05:00:00+0000,2427.0,2427.0,2427.0,2427.0,0
2022-10-12T05:00:00+0000,2460.25,2460.25,2460.25,2460.25,0
2022-10-13T05:00:00+0000,2541.75,2541.75,2541.75,2541.75,0
2022-10-14T05:00:00+0000,2481.75,2481.75,2481.75,2481.75,0
2022-10-17T05:00:00+0000,2402.0,2402.0,2402.0,2402.0,0
2022-10-18T05:00:00+0000,2381.25,2381.25,2381.25,2381.25,0
2022-10-19T05:00:00+0000,2381.25,2381.25,2381.25,2381.25,0
2022-10-20T05:00:00+0000,2425.5,2425.5,2425.5,2425.5,0
2022-10-21T05:00:00+0000,2421.25,2421.25,2421.25,2421.25,0
2022-10-24T05:00:00+0000,2390.25,2390.25,2390.25,2390.25,0
2022-10-25T05:00:00+0000,2422.75,2422.75,2422.75,2422.75,0
2022-10-26T05:00:00+0000,2548.5,2548.5,2548.5,2548.5,0
2022-10-27T05:00:00+0000,2499.5,2499.5,2499.5,2499.5,0
2022-10-28T05:00:00+0000,2399.75,2399.75,2399.75,2399.75,0
2022-10-31T05:00:00+0000,2410.5,2410.5,2410.5,2410.5,0
2022-11-01T05:00:00+0000,2432.5,2432.5,2432.5,2432.5,0
2022-11-02T05:00:00+0000,2439.5,2439.5,2439.5,2439.5,0
2022-11-03T05:00:00+0000,2455.75,2455.75,2455.75,2455.75,0
2022-11-04T05:00:00+0000,2548.5,2548.5,2548.5,2548.5,0
2022-11-07T06:00:00+0000,2524.5,2524.5,2524.5,2524.5,0
2022-11-08T06:00:00+0000,2562.25,2562.25,2562.25,2562.25,0
2022-11-09T06:00:00+0000,2502.75,2502.75,2502.75,2502.75,0
2022-11-10T06:00:00+0000,2521.5,2521.5,2521.5,2521.5,0
2022-11-11T06:00:00+0000,2654.75,2654.75,2654.75,2654.75,0
2022-11-14T06:00:00+0000,2643.5,2643.5,2643.5,2643.5,0
2022-11-15T06:00:00+0000,2592.5,2592.5,2592.5,2592.5,0
2022-11-16T06:00:00+0000,2568.75,2568.75,2568.75,2568.75,0
2022-11-17T06:00:00+0000,2550.25,2550.25,2550.25,2550.25,0
2022-11-18T06:00:00+0000,2585.0,2585.0,2585.0,2585.0,0
2022-11-21T06:00:00+0000,2535.5,2535.5,2535.5,2535.5,0
2022-11-22T06:00:00+0000,2585.5,2585.5,2585.5,2585.5,0
2022-11-23T06:00:00+0000,2549.25,2549.25,2549.25,2549.25,0
2022-11-25T06:00:00+0000,2525.25,2525.25,2525.25,2525.25,0
2022-11-28T06:00:00+0000,2523.75,2523.75,2523.75,2523.75,0
2022-11-29T06:00:00+0000,2537.5,2537.5,2537.5,2537.5,0
2022-11-30T06:00:00+0000,2630.75,2630.75,2630.75,2630.75,0
2022-12-01T06:00:00+0000,2642.0,2642.0,2642.0,2642.0,0
2022-12-02T06:00:00+0000,2704.0,2704.0,2704.0,2704.0,0
2022-12-05T06:00:00+0000,2670.0,2670.0,2670.0,2670.0,0
2022-12-06T06:00:00+0000,2664.0,2664.0,2664.0,2664.0,0
2022-12-07T06:00:00+0000,2641.25,2641.25,2641.25,2641.25,0
2022-12-08T06:00:00+0000,2665.25,2665.25,2665.25,2665.25,0
2022-12-09T06:00:00+0000,2638.5,2638.5,2638.5,2638.5,0
2022-12-12T06:00:00+0000,2594.5,2594.5,2594.5,2594.5,0
2022-12-13T06:00:00+0000,2644.0,2644.0,2644.0,2644.0,0
2022-12-14T06:00:00+0000,2622.75,2622.75,2622.75,2622.75,0
2022-12-15T06:00:00+0000,2582.0,2582.0,2582.0,2582.0,0
2022-12-16T06:00:00+0000,2575.25,2575.25,2575.25,2575.25,0
2022-12-19T06:00:00+0000,2552.5,2552.5,2552.5,2552.5,0
2022-12-20T06:00:00+0000,2564.0,2564.0,2564.0,2564.0,0
2022-12-21T06:00:00+0000,2587.25,2587.25,2587.25,2587.25,0
2022-12-22T06:00:00+0000,2604.5,2604.5,2604.5,2604.5,0
2022-12-23T06:00:00+0000,2593.75,2593.75,2593.75,2593.75,0
2022-12-27T06:00:00+0000,2588.5,2588.5,2588.5,2588.5,0
2022-12-28T06:00:00+0000,2571.75,2571.75,2571.75,2571.75,0
