Date,Open,High,Low,Close,Vol,OI
3/17/2022,2697.8,2697.8,2697.75,2697.8,0,0
3/18/2022,2731.9,2731.9,2731.85,2731.9,0,0
3/21/2022,2721.8,2721.8,2721.8,2721.8,0,0
3/22/2022,2740.0,2740.0,2740.0,2740.0,0,0
3/23/2022,2690.5,2690.5,2690.5,2690.5,0,0
3/24/2022,2718.6,2718.6,2718.6,2718.6,0,0
3/25/2022,2738.8,2738.8,2738.8,2738.8,0,0
3/28/2022,2742.6,2742.6,2742.6,2742.6,0,0
3/29/2022,2799.1,2799.1,2799.1,2799.1,0,0
3/30/2022,2758.3,2758.3,2758.3,2758.3,0,0
3/31/2022,2721.9,2721.9,2721.9,2721.9,0,0
4/1/2022,2735.9,2735.9,2735.9,2735.9,0,0
4/4/2022,2728.9,2728.9,2728.9,2728.9,0,0
4/5/2022,2678.4,2678.4,2678.4,2678.4,0,0
4/6/2022,2648.8,2648.8,2648.8,2648.8,0,0
4/7/2022,2642.9,2642.9,2642.9,2642.9,0,0
4/8/2022,2639.1,2639.1,2639.1,2639.1,0,0
4/11/2022,2629.0,2629.0,2629.0,2629.0,0,0
4/12/2022,2627.6,2627.6,2627.6,2627.6,0,0
4/13/2022,2667.1,2667.1,2667.1,2667.1,0,0
4/14/2022,2653.0,2653.0,2653.0,2653.0,0,0
4/18/2022,2646.3,2646.3,2646.3,2646.3,0,0
4/19/2022,2705.7,2705.7,2705.7,2705.7,0,0
4/20/2022,2728.2,2728.2,2728.2,2728.2,0,0
4/21/2022,2677.6,2677.6,2677.6,2677.6,0,0
4/22/2022,2606.0,2606.0,2606.0,2606.0,0,0
4/25/2022,2619.3,2619.3,2619.3,2619.3,0,0
4/26/2022,2547.4,2547.4,2547.4,2547.4,0,0
4/27/2022,2547.7,2547.7,2547.7,2547.7,0,0
4/28/2022,2592.0,2592.0,2592.0,2592.0,0,0
4/29/2022,2520.7,2520.7,2520.7,2520.7,0,0
5/2/2022,2537.0,2537.0,2537.0,2537.0,0,0
5/3/2022,2561.5,2561.5,2561.5,2561.5,0,0
5/4/2022,2632.7,2632.7,2632.7,2632.7,0,0
5/5/2022,2534.3,2534.3,2534.3,2534.3,0,0
5/6/2022,2501.9,2501.9,2501.9,2501.9,0,0
5/9/2022,2417.7,2417.7,2417.7,2417.7,0,0
5/10/2022,2410.3,2410.3,2410.3,2410.3,0,0
5/11/2022,2367.3,2367.3,2367.3,2367.3,0,0
5/12/2022,2388.2,2388.2,2388.2,2388.2,0,0
5/13/2022,2450.1,2450.1,2450.1,2450.1,0,0
5/16/2022,2436.8,2436.8,2436.8,2436.8,0,0
5/17/2022,2507.7,2507.7,2507.7,2507.7,0,0
5/18/2022,2415.4,2415.4,2415.4,2415.4,0,0
5/19/2022,2412.3,2412.3,2412.3,2412.3,0,0
5/20/2022,2404.4,2404.4,2404.4,2404.4,0,0
5/23/2022,2429.2,2429.2,2429.2,2429.2,0,0
5/24/2022,2399.3,2399.3,2399.3,2399.3,0,0
5/25/2022,2446.4,2446.4,2446.4,2446.4,0,0
5/26/2022,2503.1,2503.1,2503.1,2503.1,0,0
5/27/2022,2559.2,2559.2,2559.2,2559.2,0,0
5/31/2022,2534.7,2534.7,2534.7,2534.7,0,0
6/1/2022,2516.1,2516.1,2516.1,2516.1,0,0
6/2/2022,2569.6,2569.6,2569.6,2569.6,0,0
6/3/2022,2542.3,2542.3,2542.3,2542.3,0,0
6/6/2022,2556.4,2556.4,2556.4,2556.4,0,0
6/7/2022,2587.6,2587.6,2587.6,2587.6,0,0
6/8/2022,2541.6,2541.6,2541.6,2541.6,0,0
6/9/2022,2488.4,2488.4,2488.4,2488.4,0,0
6/10/2022,2423.5,2423.5,2423.5,2423.5,0,0
6/13/2022,2312.3,2312.3,2312.3,2312.3,0,0
6/14/2022,2301.3,2301.3,2301.3,2301.3,0,0
6/15/2022,2328.5,2328.5,2328.5,2328.5,0,0
6/16/2022,2216.3,2216.3,2216.3,2216.3,0,0
6/17/2022,2237.8,2237.8,2237.8,2237.8,0,0
6/21/2022,2265.1,2265.1,2265.1,2265.1,0,0
6/22/2022,2259.6,2259.6,2259.6,2259.6,0,0
6/23/2022,2271.5,2271.5,2271.5,2271.5,0,0
6/24/2022,2351.2,2351.2,2351.2,2351.2,0,0
6/27/2022,2359.0,2359.0,2359.0,2359.0,0,0
6/28/2022,2326.7,2326.7,2326.7,2326.7,0,0
6/29/2022,2308.6,2308.6,2308.6,2308.6,0,0
6/30/2022,2283.1,2283.1,2283.1,2283.1,0,0
7/1/2022,2311.8,2311.8,2311.8,2311.8,0,0
7/5/2022,2308.6,2308.6,2308.6,2308.6,0,0
7/6/2022,2296.1,2296.1,2296.1,2296.1,0,0
7/7/2022,2345.8,2345.8,2345.8,2345.8,0,0
7/8/2022,2337.2,2337.2,2337.2,2337.2,0,0
7/11/2022,2310.4,2310.4,2310.4,2310.4,0,0
7/12/2022,2305.7,2305.7,2305.7,2305.7,0,0
7/13/2022,2302.0,2302.0,2302.0,2302.0,0,0
7/14/2022,2276.4,2276.4,2276.4,2276.4,0,0
7/15/2022,2319.6,2319.6,2319.6,2319.6,0,0
7/18/2022,2317.3,2317.3,2317.3,2317.3,0,0
7/19/2022,2391.8,2391.8,2391.8,2391.8,0,0
7/20/2022,2417.0,2417.0,2417.0,2417.0,0,0
7/21/2022,2434.6,2434.6,2434.6,2434.6,0,0
7/22/2022,2413.2,2413.2,2413.2,2413.2,0,0
7/25/2022,2429.8,2429.8,2429.8,2429.8,0,0
7/26/2022,2414.1,2414.1,2414.1,2414.1,0,0
7/27/2022,2461.1,2461.1,2461.1,2461.1,0,0
7/28/2022,2498.0,2498.0,2498.0,2498.0,0,0
7/29/2022,2530.2,2530.2,2530.2,2530.2,0,0
8/1/2022,2529.5,2529.5,2529.5,2529.5,0,0
8/2/2022,2504.4,2504.4,2504.4,2504.4,0,0
8/3/2022,2526.7,2526.7,2526.7,2526.7,0,0
8/4/2022,2506.8,2506.8,2506.8,2506.8,0,0
8/5/2022,2521.1,2521.1,2521.1,2521.1,0,0
8/8/2022,2537.7,2537.7,2537.7,2537.7,0,0
8/9/2022,2513.9,2513.9,2513.9,2513.9,0,0
8/10/2022,2576.7,2576.7,2576.7,2576.7,0,0
8/11/2022,2592.3,2592.3,2592.3,2592.3,0,0
